codigo;descripcion;precio;bonif;bonif2;caja1;caja2;costo;utilidad;pl;iva;dolar;flete;rubro;tarjeta
85.40.02.86;RECEPTACULO FLORON MARFIL;200.34;25;0;0;0;100.1685;2;117.1562;0;44.32;14;-;23
85.40.02.87;DERIVADOR 2 VIAS;147.49;25;0;0;0;98.325;1.5;115;0;43.25;14;-;23
85.40.02.88;DERIVADOR 3 VIAS;175.1;25;0;0;0;116.7363;1.5;136.5337;0;49.74;14;83$ -02/06/20;23
85.40.02.90;CABLE ARMADO 2 RCA -PLUG;180.92;25;0;0;0;90.459;2;105.8;0;31.91;14;-;23
85.40.02.91;CABLE ARMADO 3RCA A 3RCA;220.25;25;0;0;0;110.124;2;128.8;0;38.84;14;-;23
85.40.02.92;CABLE ARMADO 2RCA A 2RCA;157.32;25;0;0;0;78.66;2;92;0;27.75;14;-;23
85.40.02.93;CABLE ARMADO PLUG A PLUG;181.41;25;0;0;0;90.7048;2;106.0875;0;47.37;14;-;23
85.40.02.94;CODIGO LIBRE;3.69;25;0;0;0;2.4581;1.5;2.875;0;1.06;14;-;23
85.40.02.95;COLA VINILICA 1000 GR.;490.06;25;0;0;0;326.7093;1.5;382.1162;0;144.56;14;-;23
85.40.02.96;FICHAS CON ARO;22.76;25;0;0;0;11.3811;2;13.3112;0;5.05;14;-;23
85.40.02.97;FICHA CON POLLERA;39.92;25;0;0;0;19.96;2;23.345;0;8.85;14;-;23
85.40.02.98;UNION DOBLE H;29.5;25;0;0;0;19.665;1.5;23;0;8.7;14;-;23
85.40.02.99;FICHA PIN FINO COAXIL;27.1;25;0;0;0;18.0672;1.5;21.1312;0;8.09;14;-;23
85.40.03.01;FICHA DIREC TV;48.67;25;0;0;0;32.4472;1.5;37.95;0;14.36;14;-;23
85.40.03.02;CLIP COCODRILO AISLADO;31.34;25;0;0;0;20.8941;1.5;24.4375;0;9.24;14;-;23
85.40.03.03;CLIP P/ BATERIA 10 A. AISLADO;41;25;0;0;0;27.3343;1.5;31.97;0;12.09;14;-;23
85.40.03.04;CLIP P/ BATERIA 25 A. AISLADO;66.04;25;0;0;0;44.025;1.5;51.4912;0;19.48;14;-;23
85.40.03.05;CLIP P/ BATERIA 50 A. AISLADO;103.83;25;0;0;0;69.2208;1.5;80.96;0;30.63;14;-;23
85.40.03.06;LLAVE P/ CORTADORA DE CESPED;179.49;25;0;0;0;119.6615;1.5;139.955;0;35.13;14;-;23
85.40.03.07;RESISTENCIA CALENTADOR 800W;53.61;25;0;0;0;35.7411;1.5;41.8025;0;15.81;14;-;23
85.40.03.08;RESISTENCIA CALENTADOR 1500W;73.38;25;0;0;0;48.9167;1.5;57.2125;0;21.65;14;-;23
85.40.03.09;BUSCAPOLO SANTORO;151.17;25;0;0;0;75.5873;2;88.4062;0;33.44;14;-;23
85.40.03.10;FOTOCONTROL;620.96;25;0;0;0;413.9728;1.5;484.1787;0;183.17;14;-;23
85.40.03.11;FICHA PIN GRUESO CHATO;32.45;25;0;0;0;21.6315;1.5;25.3;0;9.49;14;-;23
85.40.03.12;BUSCAPOLO MOD-5003 IMPORTADO;86.53;25;0;0;0;43.263;2;50.6;0;21.05;14;-;23
85.40.03.13;FICHA PIN GRUESO COAXIL;28.55;25;0;0;0;18.0672;1.58;21.1312;0;8.25;14;-;23
85.40.03.14;PORTATIL LED 12 V. / 220 V,;1006.05;25;0;0;0;670.6994;1.5;784.4437;0;296.77;14;-;23
85.40.03.15;PRECINTO T1;143.87;25;0;0;0;47.958;3;56.0912;0;21.22;14;-;23
85.40.03.16;PRECINTO T2;239.32;25;0;0;0;149.5769;1.6;174.9437;0;66.11;14;-;23
85.40.03.17;PRECINTO T3;447.51;25;0;0;0;255.7187;1.75;299.0862;0;113.29;14;-;23
85.40.03.18;PRECINTO T5;702.52;25;0;0;0;468.3465;1.5;547.7737;0;207.23;14;-;23
85.40.03.19;PRECINTO T4;572.73;25;0;0;0;381.8206;1.5;446.5738;0;168.95;14;-;23
85.40.03.20;LISTON + TUBO LED 18W.;916.42;30;0;0;0;632.016;1.45;792;0;283.72;14;-;23
85.40.02.36;TAPA CIEGA JELUZ VERONA;10.4;25;0;0;0;6.9319;1.5;8.1075;0;0.27;14;-;23
85.40.02.39;"CINTA TEFLON 3/4"""" TACSA""";97.45;26;0;0;0;55.686;1.75;66.01;0;1.93;14;-;23
47.05.01.91;INODORO ALTO DISCAPA.BLANCO  FERRUM;27822.05;40;0;9;9;22257.64;1.25;32475.43;21;9831.11;14;-;23
82.01.00.48;ARTEFACTO 1X20 ARMADO   ELECTRONICO LISTON PLAFON;1170.53;10;-47;-8;0;836.0943;1.4;390;21;40.42;24;TATA;23
82.01.00.52;LISTON ARMADO P/TUBO FLUORESCENTE 1x20w - INTERELEC;697.68;50;0;0;0;456;1.53;800;0;5.26;14;$400 150620-MERCADOLBRE;23
82.01.00.53;Artefacto plafon  40 w c/ balasto electronico  s/tubo               liston 36w    L30030036   ;936.43;10;-47;-8;0;720.3274;1.3;336;21;54.51;24;Dany $ 130 - 05/10/16;23
80.00.01.55;BARRITAS DE SILICONAS FINAS;25.08;50;0;0;0;12.54;2;22;0;9.21;14;$10 c/u- -110620- Kilo $888 = 80 barras;23
80.00.01.56;BARRITAS DE SILICONAS GRUESAS;44.69;50;0;0;0;31.92;1.4;56;0;0.39;14;$30 c/u- -110620- Kilo $888 = 30 barras-La llave del Chaco;23
80.00.03.00;CABLE FORRADO P/ TENDEDERO- CUERDA 4 mm;27.04;32;0;0;0;18.0281;1.5;20.4;14;7.01;14;-;23
80.00.00.08;ACEITE EN AEROSOL ACEITODO x 400  cm3;430.7558;28;0;0;0;269.2224;1.6;328;0;6.2;14;$188 - 05-06-20;23
80.00.16.60;SODA CAUSTICA x 1/2 KILO DESENGRASANTE EN ESCAMAS;215.87;28;0;0;0;82.08;2.63;100;0;2.53;14;$ 50 LISTA NOV/19- PAG 43;23
80.00.61.50;CEMENTO COMUN X KG;28.52;33;0;0;-7;14.6248;1.95;20;0;0.39;2;CORRALON;23
01.01.00.17;ABRAZADERAS T/AMERICANO 40-63  N*07;119.12;40;0;9;9;91.63;1.3;133.69;21;15.39;14;ABRAZADERAS CARBIZ;23
01.01.00.19;ABRAZADERAS T/AMERICANO 45-68  N*08;119.12;40;0;9;9;91.63;1.3;133.69;21;15.39;14;ABRAZADERAS CARBIZ;23
01.01.00.21;ABRAZADERAS T/AMERICANO 53-77  N*09;119.12;40;0;9;9;91.63;1.3;133.69;21;15.39;14;ABRAZADERAS CARBIZ;23
01.01.00.23;ABRAZADERAS T/AMERICANO 59-81  N*10;131.78;40;0;9;9;101.37;1.3;147.91;21;17.03;14;ABRAZADERAS CARBIZ;23
01.01.00.27;ABRAZADERAS T/AMERICANO 72-94  N*12;131.78;40;0;9;9;101.37;1.3;147.91;21;17.03;14;ABRAZADERAS CARBIZ;23
01.01.00.31;ABRAZADERAS T/AMERICANO 88-111 N*14;151.89;40;0;9;9;116.84;1.3;170.48;21;19.65;14;ABRAZADERAS CARBIZ;23
01.01.00.35;ABRAZADERAS T/AMERICANO 106-129N*16;201.38;40;0;9;9;154.91;1.3;226.02;21;25.95;14;ABRAZADERAS CARBIZ;23
01.01.03.05;ABRAZADERAS PARA GAS       N* 5/8..;50.38;40;0;9;9;38.76;1.3;56.55;21;6.53;14;ABRAZADERAS CARBIZ;23
01.01.15.15;ABRAZADERAS ALAMBRE 10-13  N* A 6..;70.21;40;0;9;9;54.01;1.3;78.8;21;9.06;14;ABRAZADERAS CARBIZ;23
01.01.15.21;ABRAZADERAS ALAMBRE 13-17  N* A 9..;70.21;40;0;9;9;54.01;1.3;78.8;21;9.06;14;ABRAZADERAS CARBIZ;23
01.02.01.02;ARANDELAS PLAST.P/U/FLOT.  9 mm. % ;708.21;40;0;9;9;236.07;3;344.44;21;84.82;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.01.03;ARANDELAS PLAST.P/U/FLOT. 13 mm. % ;1105.55;40;0;9;9;368.52;3;537.69;21;132.4;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.01.04;ARANDELAS PLAST.P/U/FLOT. 19 mm. % ;1677.39;40;0;9;9;559.13;3;815.81;21;200.89;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.01.05;ARANDELAS PLAST.P/U/FLOT. 25 mm. % ;1225.79;40;0;9;9;408.6;3;596.17;21;146.8;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.02.03;ARANDELAS PLAST.P/U/MANGA 13 mm. % ;1118.26;40;0;9;9;559.13;2;815.81;21;133.92;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.02.04;ARANDELAS PLAST.P/U/MANGA 19 mm. % ;1225.79;40;0;9;9;408.6;3;596.17;21;97.91;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.03.02;ARANDELAS FIBRA IMP.CALEF. 9 mm.C/U;12.02;40;0;9;9;6.01;2;8.77;21;1.38;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.03.03;ARANDELAS FIBRA IMP.CALEF.13 mm.C/U;14.28;40;0;9;9;7.14;2;10.42;21;1.71;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.03.04;ARANDELAS FIBRA IMP.CALEF.19 mm.C/U;22.97;40;0;9;9;11.49;2;16.76;21;2.8;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.03.05;ARANDELAS FIBRA IMP.CALEF.25 mm.C/U;32.65;40;0;9;9;16.33;2;23.82;21;3.88;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.11.03;ARANDELAS GOMA P/U/FLOT. 13 mm.  % ;1172.99;40;0;9;9;586.5;2;855.74;21;140.48;14;ARANDELAS DE GOMA;23
01.02.11.11;ARANDELAS GOMA PLANA PARA BIDET ...;38.13;40;0;9;9;19.07;2;27.82;21;4.58;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.11.13;ARANDELAS GOMA 1/2 CONICA P/ BIDET.;39.01;40;0;9;9;19.51;2;28.46;21;4.62;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.11.15;ARANDELAS GOMA CONICA PARA BIDET...;63.36;40;0;9;9;31.68;2;46.22;21;7.58;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.12.03;ARANDELAS GOMA U/MANGA PAUF.13mm.%.;2672.56;40;0;9;9;1781.71;1.5;2599.63;21;320.07;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.12.04;ARANDELAS GOMA U/MANGA PAUF.19mm.%.;2745.81;40;0;9;9;1830.54;1.5;2670.88;21;328.84;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.13.03;ARANDELAS GOMA P/U/CHICOTE 13 mm % ;940.12;40;0;9;9;470.06;2;685.85;21;112.59;14;ARANDELAS PLASTICA Y FIBRA;23
89.51.00.10;GRIFERIA COCINA PARED MONOCOMANDO PICO CISNE PIAZZA  EMBLEM;6669;50;0;0;0;4446;1.5;7800;0;49.59;14;$3900 - 100620- Mercadolibre;23
01.02.13.04;ARANDELAS GOMA P/U/CHICOTE 19 mm % ;1253.52;40;0;9;9;835.68;1.5;1219.31;21;150.12;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.15.03;ARANDELA DE P.V.C. P/CONEX.13-19 mm;33.74;40;0;9;9;18.74;1.8;27.35;21;4.11;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.15.05;ARANDELA DE P.V.C. P/CONEXION 25 mm;36.32;40;0;9;9;20.18;1.8;29.44;21;4.34;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.15.06;ARANDELA DE P.V.C. P/CONEX.32-38 mm;43.12;40;0;9;9;23.95;1.8;34.95;21;5.13;14;ARANDELAS PLASTICA Y FIBRA;23
01.02.15.08;ARANDELA DE P.V.C. P/CONEXION 52 mm;62.3;40;0;9;9;34.61;1.8;50.5;21;7.5;14;ARANDELAS PLASTICA Y FIBRA;23
70.02.05.16;BARRE HOJAS PLASTICO GRANDE        ;420.97;40;0;9;9;280.64;1.5;409.48;21;137.12;14;-;23
47.61.45.36;MTS.PORCEL.REC.45x45 MOODS ARENA 2a;1959.91;40;0;9;9;1306.61;1.5;1906.43;21;638.41;14;-;23
47.61.45.37;MTS.PORCEL.REC.45x45 MOODS HUESO 2a;1932.31;40;0;9;9;1288.21;1.5;1879.58;21;629.42;14;-;23
47.61.58.02;MTS.PORCEL.REC.58x58 MOODS ARENA 2a;1470.92;40;0;9;9;980.61;1.5;1430.78;21;479.13;14;-;23
47.61.45.38;MTS.PORCEL.REC.45x45 MOGIO.BEIGE 2a;1502.21;40;0;9;9;1001.47;1.5;1461.22;21;489.32;14;-;23
01.04.01.50;ASIENTO PLAST.P/FLORENC. *M* BLANCO;627.73;40;0;9;9;448.38;1.4;654.21;21;64.45;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
47.61.58.01;MTS.PORCEL.REC.58x58 MOODS TIZA  2a;1470.92;40;0;9;9;980.61;1.5;1430.78;21;479.13;14;-;23
80.01.03.12;SOPORTE PARA ESPEJO;301.71;42;-23;-25;-7;201.1396;1.5;170;0;5.87;24;LITORAL -ENERO/19 $ 85;23
80.01.03.13;TACHUELAS  5/8  Caja x 400 grs     BRACO;352.73;30;-55;-25;-7;195.9626;1.8;90;21;23.91;24;B ALEX COD35595310;23
80.01.03.14;TACHUELAS  3/4  Caja x 400 grs     BRACO;352.73;30;-55;-25;-7;195.9626;1.8;90;21;6.26;24;B ALEX COD 35595410;23
80.01.03.15;TACHUELAS  1/2  Caja x 400 grs     BRACO;352.73;30;-55;-25;-7;195.9626;1.8;90;21;6.42;24;B ALEX COD35595416;23
27.25.45.53;CUPLA REDUCCION GALV. 25x13 mm. IMP;158.33;40;0;9;9;105.55;1.5;154.01;21;46.71;14;-;23
89.51.00.11;ZAPATILLA 5 TOMAS y TECLA -CABLE1.5 mts  SICILIA;449.73;50;0;0;0;171;2.63;300;0;2.63;14;$ 130 - 110620- MercadoLibre;23
89.51.00.12;GRIFERIA MESADA PICO ALTO MONOCOMANDO  LINK;4890.6;45;0;0;0;3135;1.56;5000;0;32.88;14;110620-MERCADOLIBRE;23
01.04.01.51;ASIENTO PLAST.P/FLORENC.      NEGRO;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.52;ASIENTO PLAST.P/FLORENC.     DORADO;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.53;ASIENTO PLAST.P/FLORENC.    F.AEREA;776.21;40;0;9;9;574.97;1.35;838.92;21;103.36;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.54;ASIENTO PLAST.P/FLORENC.   AMARILLO;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.55;ASIENTO PLAST.P/FLORENC.       GRIS;802.38;40;0;9;9;573.13;1.4;836.23;21;103;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.56;ASIENTO PLAST.P/FLORENC.      ARENA;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.57;ASIENTO PLAST.P/FLORENC.       DUNA;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.58;ASIENTO PLAST.P/FLORENC.    CELESTE;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.59;ASIENTO PLAST.P/FLORENC.       ROSA;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.60;ASIENTO PLAST.P/FLORENC.      CAOBA;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.61;ASIENTO PLAST.P/FLORENC.   ALMENDRA;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.62;ASIENTO PLAST.P/FLORENC.      VERDE;804.96;40;0;9;9;574.97;1.4;838.92;21;103.33;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.01.90;TORNILLOS PLAST.P/ASIENTO PLAST....;34.61;40;0;9;9;17.31;2;25.25;21;4.14;14;ASIENTOS PLASTICOS, INFLAB, MADERA Y TOR;23
01.04.03.95;JGO.TORNILLOS P/ASTO.NEO-PLAX.610..;181.29;40;0;9;9;139.45;1.3;203.47;21;21.61;14;ASIENTOS PLASTICOS;23
01.04.03.96;JGO.TORNILLOS P/ASTO.NEO-PLAX.351..;333.78;40;0;9;9;256.75;1.3;374.62;21;40.02;14;ASIENTOS PLASTICOS;23
01.04.03.97;JGO.TORNILLOS P/ASTO.NEO-PLAX.740..;132.59;40;0;9;9;101.99;1.3;148.81;21;15.88;14;ASIENTOS PLASTICOS;23
01.04.03.98;JGO.TORNILLOS P/ASTO.NEO-PLAX.700..;132.59;40;0;9;9;101.99;1.3;148.81;21;15.82;14;ASIENTOS PLASTICOS;23
01.05.25.01;ASIENTO NEO-PLAX 351 ANDINO BLANCO ;714.72;40;0;9;9;537.38;1.33;784.08;21;83.69;14;ASIENTOS PLASTICOS;23
85.40.03.43;CINTA PAPEL 24 MM  x 50 mts;306.43;30;0;0;0;204.288;1.5;256;0;3.65;14;$ 128 C/U - 03/20 - PAGINA 21;23
85.40.03.44;CODIGO LIBRE;2.59;30;-8;0;0;1.7237;1.5;2;0;0.77;14;-;23
85.40.03.45;LLAVE SIMPLE;74.23;30;0;0;0;49.4869;1.5;62.0137;0;21.9;14;-;23
85.40.03.46;LLAVE DOBLE;96.19;30;0;0;0;64.1242;1.5;80.3562;0;28.37;14;-;23
85.40.03.47;CODIGO LIBRE;2.59;30;-8;0;0;1.7237;1.5;2;0;2.59;14;-;23
85.40.03.52;MANGUERA P/CARGA LAVARROPA 1,50 MT;98.25;30;-8;0;0;65.4998;1.5;76;0;28.98;14;-;23
85.40.03.53;MANGUERA P/CARGA LAVARROPA 2.00 MT;134.45;30;-8;0;0;89.6314;1.5;104;0;39.66;14;-;23
27.25.45.54;CUPLA REDUCCION GALV. 25x19 mm. IMP;158.33;40;0;9;9;105.55;1.5;154.01;21;46.71;14;-;23
47.05.16.71;DEPOSITO ADRIATICO BCO DUAL FERRUM ;26189.54;40;0;9;9;17459.69;1.5;25474.89;21;8530.79;14;-;23
01.39.01.03;DEPOSITO PLASTICO EXT.MOCHILA DM-14;2713.18;40;0;9;9;1808.78;1.5;2639.14;21;800.35;14;-;23
33.60.00.68;TERRAJAS P/PPM. *SANOGA* 32 A 52 mm;13311.01;40;0;9;9;8874.01;1.5;12947.79;21;3926.55;14;-;23
85.40.03.54;MANGUERA P/DESCARGA 1.80 MTR BOQ 19-22 AUT.;173.23;30;-8;0;0;57.7433;3;67;0;25.55;14;-;23
85.40.03.55;MANGUERA P/DESCARGA 2.50 MTR BOQ 19-22 AUT.;206.84;30;-8;0;0;68.9472;3;80;0;30.51;14;-;23
85.40.03.56;CODO P/ MANGUERA DE DESCARGA  x 6;18.49;30;-8;0;0;12.3243;1.5;14.3;0;5.45;14;-;23
47.05.01.90;INODORO PARA NI„O BLANCO     FERRUM;10690.82;40;0;9;9;9296.37;1.15;13564.04;21;4111.85;14;-;23
47.05.08.11;LAVATORIO COLEGIAL BLANCO    FERRUM;8338.31;40;0;9;9;6670.65;1.25;9732.93;21;2946.4;14;-;23
83.01.50.12;"PINZA PUNTA FINA 6""  CABO NARANJA y AZUL";600.89;30;0;0;0;400.596;1.5;502;0;13.08;14;Litoral Lista setiembre/19;23
99.10.38.12;3811 GRIF. MONOCOMANDO LAVATORIO ALTO 22 CM;5861.12;27;0;0;0;3907.41;1.5;4695.28;0;127.42;14;DISANCO  31-05-19;23
51.71.01.50;CALEFON ELEC.PVC.ECO.18 Lt.  LUMINA;1149.93;40;0;9;9;766.62;1.5;1118.55;21;339.21;14;-;23
80.01.13.07;TORNILLOS DRYWALL FIX 4x 60 (6 X 2 1/2);6.14;50;0;-30;-7;3.07;2;3.2;21;0.07;14;LITORAL $ 112-080618;23
80.10.00.11;"MINI VALVULA PARA CONEXIONES FLEXIBLES DE 1/2 "" MEDIO GIRO";187.12;41;0;0;-7;93.5587;2;130;0;3.43;14;LITORAL $ 51-15/16/19;23
99.10.34.72;3474 ROLDANA METAL NIQUEL 25MM;125.65;27;0;0;0;83.77;1.5;100.66;0;37.06;14;-;23
99.10.34.73;3475 ROLDANA METAL NIQUEL 32MM;131.25;27;0;0;0;87.5;1.5;105.14;0;38.72;14;-;23
99.10.34.74;3476 ROLDANA METAL NIQUEL 38MM;168.6;27;0;0;0;112.4;1.5;135.06;0;49.73;14;-;23
99.10.34.75;3477 ROLDANA METAL NIQUEL 50MM;224.07;27;0;0;0;149.38;1.5;179.5;0;66.1;14;-;23
99.10.34.76;3478 ESQUINERO ANGULO REF 25X25 X24UNI;157.06;27;0;0;0;104.71;1.5;125.82;0;46.33;14;-;23
99.10.34.77;3479 ESQUINERO ANGULO REF 30X30 X24UNI;187.82;27;0;0;0;125.21;1.5;150.46;0;55.4;14;-;23
99.10.34.78;3480 ESQUINERO ANGULO REF 38X38 X24UNI;219.65;27;0;0;0;146.43;1.5;175.96;0;64.79;14;-;23
99.10.34.79;3481 ESQUINERO ANGULO REF 50X50 X24UNI;297.94;27;0;0;0;198.63;1.5;238.68;0;87.89;14;-;23
99.10.34.80;3482 ESQUINERO ANGULO REF 63X63 X24UNI;393.24;27;0;0;0;262.16;1.5;315.02;0;116;14;-;23
99.10.34.81;3483 ESQUINERO ANGULO REF 75X75 X24UNI;513.25;27;0;0;0;342.17;1.5;411.16;0;151.4;14;-;23
99.10.34.82;3484 ESQUINERO ANGULO REF 90X90 X24UNI;720.87;27;0;0;0;480.58;1.5;577.48;0;212.65;14;-;23
99.10.34.83;3485 ESQUINERO ANGULO REF 100X100 X24UNI;856.83;27;0;0;0;571.22;1.5;686.4;0;252.75;14;-;23
99.10.34.84;3486 SOPORTE PARA ALACENAS C/ALAS ZINCADO;94.9;27;0;0;0;63.26;1.5;76.02;0;27.99;14;-;23
99.10.34.85;3487 SOPORTE PARA ALACENAS C/ALAS BLANCO;114.12;27;0;0;0;76.08;1.5;91.42;0;33.66;14;-;23
99.10.34.86;3488 HOJA SIERRA JUNIOR P/METAL 32D B;57.77;27;0;0;0;38.51;1.5;46.28;0;17.09;14;-;23
99.10.34.87;3489 CEPILLO AC C/MANGO PVC B;283.96;27;0;0;0;189.31;1.5;227.48;0;83.76;14;-;23
99.10.34.88;3490 JUEGO MECHA COPA 6PIEZAS B;1186.38;27;0;0;0;790.92;1.5;950.4;0;349.96;14;-;23
99.10.34.89;3491 INFLADOR BICI ALUM DOBLE PICO B;1093.01;27;0;0;0;728.67;1.5;875.6;0;322.42;14;-;23
99.10.34.90;3492 CEPILLO DESCARBONIZADOR 6/12MM;196.36;27;0;0;0;130.91;1.5;157.3;0;57.92;14;-;23
99.10.34.91;3493 CEPILLO DESCARBONIZADOR 6/17MM;229.59;27;0;0;0;153.06;1.5;183.92;0;67.73;14;-;23
99.10.34.92;3494 CEPILLO DESCARBONIZADOR 6/24MM;256.78;27;0;0;0;171.18;1.5;205.7;0;75.75;14;-;23
99.10.34.93;3495 CEPILLO DESCARBONIZADOR 6/30MM;350.42;27;0;0;0;233.62;1.5;280.72;0;103.37;14;-;23
99.10.34.94;3496 CEPILLO CIRCULAR COPA 6X50MM B;277.92;27;0;0;0;185.28;1.5;222.64;0;81.98;14;-;23
99.10.34.95;3497 CEPILLO CIRCULAR COPA 6X75MM B;374.59;27;0;0;0;249.73;1.5;300.08;0;110.5;14;-;23
99.10.34.96;3498 CEPILLO CIRCULAR PLANO 6X50MM B;238.65;27;0;0;0;159.1;1.5;191.18;0;70.4;14;-;23
99.10.34.97;3499 CEPILLO CIRCULAR PLANO 6X75MM B;283.96;27;0;0;0;189.31;1.5;227.48;0;83.76;14;-;23
99.10.34.98;3500 CEPILLO CIRCULAR PLANO 6X100MM B;383.65;27;0;0;0;255.77;1.5;307.34;0;113.17;14;-;23
99.10.34.99;3501 NIVEL MAGNETICO B;545.56;27;0;0;0;363.7;1.5;437.04;0;160.93;14;-;23
99.10.35.01;3502 CADENA NUDO TIPO VICTOR N15 XMTS;177.63;27;0;0;0;118.42;1.5;142.3;0;52.4;14;-;23
99.10.35.02;3503 CADENA NUDO TIPO VICTOR N17 XMTS;166.75;27;0;0;0;111.17;1.5;133.58;0;49.19;14;-;23
99.10.35.03;3504 CADENA NUDO TIPO VICTOR N18 XMTS;163.13;27;0;0;0;108.75;1.5;130.68;0;48.12;14;-;23
99.10.35.04;3505 CADENA PARA PERRO N15X2.20 MQ2.2;427.77;27;0;0;0;285.18;1.5;342.68;0;126.19;14;-;23
99.10.35.05;3506 TIJERA MULTIPROPOSITO N6;197.16;27;0;0;0;131.44;1.5;157.94;0;58.16;14;-;23
99.10.35.06;3507 TIJERA MULTIPROPOSITO N7;265.81;27;0;0;0;177.21;1.5;212.94;0;78.41;14;-;23
99.10.35.07;3508 TIJERA MULTIPROPOSITO N8;312.5;27;0;0;0;208.33;1.5;250.34;0;92.18;14;-;23
99.10.35.08;3509 TIJERA MULTIPROPOSITO N9;386.65;27;0;0;0;257.77;1.5;309.74;0;114.06;14;-;23
99.10.35.09;3510 LINGAS P/MOTO Y BICICLETAS 8MMX1;661.8;27;0;0;0;441.2;1.5;530.16;0;195.22;14;-;23
99.10.35.10;3511 HACHA 600G;1359.4;27;0;0;0;906.27;1.5;1089;0;401;14;-;23
99.10.35.11;3512 INFLADOR MANUAL ALUMINIO DOBLE PICO;705.79;27;0;0;0;470.53;1.5;565.4;0;208.2;14;-;23
99.10.35.12;3513 PISTOLA APLICADORA C/CREMALLERA PROF B;788.95;27;0;0;0;415.23;1.9;498.96;0;183.9;14;-;23
99.10.35.13;3514 INFLADOR ALUMINIO C/RECUPERADOR DOBLE PICO;1908.65;27;0;0;0;1272.43;1.5;1529;0;563.02;14;-;23
99.10.35.14;3515 MALLA FIBRA P/REVOQUE 10X10 110GR 1X50MTS;9471.85;27;0;0;0;6314.57;1.5;7587.8;0;2794.06;14;-;23
99.10.35.15;3516 MALLA FIBRA P/REVOQUE 5X5 90GR 1X50MTS;7329.77;27;0;0;0;4886.51;1.5;5871.8;0;2162.17;14;-;23
99.10.35.16;3517 PULVERIZADOR A PRESION X8LTS;3839.27;27;0;0;0;2559.51;1.5;3075.6;0;1132.53;14;-;23
99.10.35.17;3518 GATILLO ROCIADOR UNIVERSAL;163.1;27;0;0;0;108.74;1.5;130.66;0;48.11;14;-;23
99.10.35.18;3519 HACHA TUMBA 1800GR;4242.02;27;0;0;0;2828.02;1.5;3398.24;0;1251.33;14;-;23
99.10.35.19;3520 REP. P/PULVERIZADOR LANZAS CORTA;821.13;27;0;0;0;547.42;1.5;657.8;0;242.22;14;-;23
99.10.35.20;3521 REP. P/PULVERIZADOR LANZAS LARGA;1202.86;27;0;0;0;801.91;1.5;963.6;0;354.83;14;-;23
99.10.35.21;3522 PINCELES PROF BLANCA 20;185.57;27;0;0;0;123.71;1.5;148.66;0;39.99;14;-;23
99.10.35.22;3523 PINCELES PROF BLANCA 25;243.62;27;0;0;0;162.41;1.5;195.16;0;57.59;14;-;23
99.10.35.23;3524 PINCELES PROF BLANCA 30;320.91;27;0;0;0;213.94;1.5;257.08;0;60.1;14;-;23
